  1.12000000  0.03473577  0.03473526  0.00147633
  1.13000000  0.03370917  0.03370868  0.00147721
  1.14000000  0.03271292  0.03271243  0.00147810
  1.15000000  0.03174611  0.03174564  0.00147899
  1.16000000  0.03080787  0.03080741  0.00147988
  1.17000000  0.02989736  0.02989691  0.00148076
  1.18000000  0.02901376  0.02901333  0.00148165
  1.19000000  0.02815627  0.02815585  0.00148254
  1.20000000  0.02732413  0.02732372  0.00148343
  1.21000000  0.02651658  0.02651618  0.00148431
  1.22000000  0.02573289  0.02573251  0.00148520
  1.23000000  0.02497237  0.02497200  0.00148609
  1.24000000  0.02423433  0.02423397  0.00148698
  1.25000000  0.02351810  0.02351775  0.00148787
  1.26000000  0.02282303  0.02282269  0.00148875
  1.27000000  0.02214851  0.02214818  0.00148964
  1.28000000  0.02149392  0.02149360  0.00149053
  1.29000000  0.02085868  0.02085837  0.00149142
  1.30000000  0.02024221  0.02024191  0.00149230
  1.31000000  0.01964397  0.01964367  0.00149319
  1.32000000  0.01906340  0.01906311  0.00149408
  1.33000000  0.01849999  0.01849971  0.00149497
  1.34000000  0.01795323  0.01795296  0.00149585
  1.35000000  0.01742264  0.01742237  0.00149674
  1.36000000  0.01690772  0.01690747  0.00149763
  1.37000000  0.01640802  0.01640777  0.00149852
  1.38000000  0.01592309  0.01592285  0.00149940
  1.39000000  0.01545249  0.01545226  0.00150029
  1.40000000  0.01499580  0.01499558  0.00150118
  1.41000000  0.01455261  0.01455239  0.00150207
  1.42000000  0.01412251  0.01412230  0.00150296
  1.43000000  0.01370513  0.01370493  0.00150384
  1.44000000  0.01330008  0.01329988  0.00150473
  1.45000000  0.01290701  0.01290681  0.00150562
  1.46000000  0.01252555  0.01252536  0.00150651
  1.47000000  0.01215536  0.01215518  0.00150739
  1.48000000  0.01179612  0.01179594  0.00150828
  1.49000000  0.01144749  0.01144732  0.00150917
  1.50000000  0.01110916  0.01110900  0.00151006
  1.51000000  0.01078084  0.01078068  0.00151094
  1.52000000  0.01046222  0.01046206  0.00151183
  1.53000000  0.01015301  0.01015286  0.00151272
  1.54000000  0.00985295  0.00985280  0.00151361
  1.55000000  0.00956175  0.00956160  0.00151449
  1.56000000  0.00927915  0.00927901  0.00151538
